Name
کوئی تعلق ہےگہرا جو ختم نہیں ہوتا🥰 ہم نے دیکھا ہے ان سے کنارہ کر کے💞
جن کی سانسوں سے دل دھڑکتا ہے ان کے دکھ بھی قبول ہوتے ہیں
نفرت کے قابل بھی نہ رہے ہم  عشق نے ایسا حال کیا ہے ہمارا
‏اس کے بازو تھے میرے کندھوں پر اور وہ بے نقاب تھا کیا گزری تھی رات یارو غضب کا خواب تھا
اک شخص ہوتا ہے 💕کائنات کی مانند۔۔۔۔🥀 راہ عشق میں کوئی قافلہ نہیں ہوتا۔۔۔۔💕🥀
وہ مسکراتے ہیں تو یوں لگتا ہے            جیسے کوئی غم ہی نہ ہو زمانے میں۔!!
کبھی سوچا نہ تھا ۔۔۔🤔🙄 اتنا سوچیں گے تمہیں ۔۔۔😏
کی جو بات انھوں نے ہم سے سرِ محفل انھیں دیکھتے دیکھتے دم نکل گیا ہمارا
دیکھا جو دل کی آنکھوں سے ہم نے انھیں سادگی میں بھی انتہائ حسین لگے وہ ہمیں
سنو میں تم سے پیار کرتا ہوں تمہاری وفا چاہتا ہوں جو صرف میرے لیے اٹھے تمہاری وہ نگاہ چاہتاہوں 💗💗💗💗💗💗💗
سوچا آج کچھ تیرے سوا اور سوچوں پر ابھی تک اسی سوچ میں ہوں کہ اور کیا سوچوں
تجھ سے کس نے کہا کہ ممکن ہے۔ میں رہوں اور مجھ میں تو نہ رہے۔
سب عادتیں چھوٹ سکتی ہیں  اک تمہارے لیے اک تیرے سوا🔥
یار اس زندگی کو کیسے کہوں اپنی زندگی ایک سانس بھی نہیں ہے میرے اختیار میں
یوں خیالات میں پاس نہ آیا کرو خدارا اب صبر تو صبر ہے ہر بار تو نہیں ہوتا
حسن  بھی  خدا  دیتا  ہے   عقل  بھی خدا  دیتا  ہے   عشق  وہ  سمندر  ہے   جو  دونوں  کو  بہا  دیتا  ہے
دنیا تباہی کے دہانے پے کھڑی ہے ایک میں ہوں کے مجھے تیری پڑی ہے
میں تجھ سے کیسے کہوں تو ہی علاج ہے میری ہر اداسی کا
‏اس کا عشق چاند جیسا تھا پورا ہوا  ،  تو گھٹنے لگا ۔۔!!
وہ میری پسند کے بارے میں پوچھتی ہے .... اب کیا کہوں اسکو وہ اپنے بارے میں ہی پوچھتی ہے  💗
سنو   کسی کو کھو کر بھی اسے چاہنا   ہر کسی کے بس کی بات نہیں 💔
ہوتی نہیں دعا قبول ترک عشق کی  دل چاہتا نا ہو تو دعا میں اثر کہا
عشق ایک بار ہوتا ہے لیکن اس کا رنگ تاحیات رہتا ہے کبھی آنکھوں کی چمک میں کبھی سیاہ حلقوں میں
تم جان ہی نا پاۓ  میری سانسیں تیرے ساتھ کی محتاج ہیں  جہاں تیرا ساتھ چھوٹا میرا سانس سے رشتہ ٹوٹا
جسے تہجدوں میں مانگا تھا کبھی اسے طاق راتوں میں بھلانے کی دعا کی ہے
ہم جیت بھی سکتے تھے اس عشق کی بازی کو وہ جیت کے خوش ہوگا ، یہ سوچ کے ہم ہارے
ﺗﺠﮫ ﮐﻮ ﺩﯾﮑﮭﻮﮞ ﺗﻮ ہر ﺍﮎ ﭼﯿﺰ ﭘﮧ ﭘﯿﺎﺭ ﺁﺗﺎ ہے ﺍﺱ ﻗﺪﺭ ﻋﺸﻖ، ﺳﻨﺒﮭﺎﻻ ﻧﮩﯿﮟ ﺟﺎﺗﺎ ﻣﺠﮫ ﺳﮯ
مجھے خود غرض کہتے ہو تو بلکل ٹھیک ہی کہتے ہو  کہ جسکی غرض ہی تم ہو تو وہ خودغرض کیوں نہ ہو
اس طرح تیری آرزو کی ہے۔  جب بھی دعا کی ہے با وضو کی ہے
میرا واحد اثاثہ ہو تم ⁦❤️⁩ کسی اور کے پاس دیکھوں گا تو مر جاؤں گا
جس کے خیال لبوں پے تبسم آ جاۓ۔  ھاۓ کیا عالم ھو اگر وہ روبرو آجاۓ۔
روبرو ہوتے ہی چین ملتا ہے  کچھ چہرے شفا سے ہوتے ہیں 😍
نہ پوچھو حسن کی تعریف مجھ سے۔۔۔! محبت جس سے ہو بس وہ حسیں ہے!!
دیدار جو ہوا ایک تیری نگاہ سے قدموں نے آگے چلنے سے انکار کر دیا
اتنا خوددار تھا کہ کبھی گھر سے نہ نکلا تھا میں اک تیری جھلک نے مجھے آوارہ بنا دیا
عشق کرنا ہے تو درد سہنا بھی سیکھو  اے جان  ورنہ ایسا کرو کہ اوقات میں رہنا سیکھو
کوئی تعلق ہے گہرا جو ختم نہیں ہوتا🥰 ہم نے دیکھا ہے ان سے کنارہ کر کے💞
‏ہم نے نہ قطرہ دیکھا، نہ کبھی دریا پہ غور کیا❤❤  ‏بس جہاں تیری جھلک نظر آئی وہیں ڈوب گئے
میں تو چلتی ہوں تیرے عشق کے انگاروں پر پاؤں جلتے ہیں مگر دل کو قرار آتا ہے
مجھ سے میری محبت کا تقاضا پوچھتے ہو مجھے تو تمہارے ساۓ سے بھی عشق ہے
مجھ کو روح میں بسا لو تو اچھا ہے دل و جان کے رشتے اکثر ٹوٹ جایا کرتے ہیں
‏میرا عشق ہو تیری ذات ہو پھر حسن عشق کی بات ہو کبھی میں ملوں کبھی تو ملے کبھی ہم ملیں ملاقات ہو
اجازت ہو تو مانگ لوں تجھے آنسو بہہ رہے ہیں دعا رد نہیں ہوگی
عشق ایک بد دعا ہے جو ہمیں لگی ہے اور خوب لگی ہے
یہ عشق بھی کتنا عجیب ہے خوشی میں😔😔😔نیند نہیں آتی غم میں 🙄🙄🙄سویا نہیں جاتا
خیال تیرا بھی جان لیوا ہے مگر تیرے خیال سے نکلوں تو جان جاتی ہے
ہم رکھتے ہیں کچھ منفرد اصول وفا سانس تو چھوڑ سکتے ہیں مگر تھاما ہوا ہاتھ نہیں
اس قدر اس کی جستجو ہے مجھے جیسے دنیا میں آخری ہو وہ شخص
میرا عشق اوروں سا نہیں ہے تنہا رہوں گا مگر تیرا ہی رہوں گا
سامنے آ جائے وہ تو پھر کیا ہوگا جس نے غیب سے ہی دیوانہ بنا رکھا ہے
تو افسردہ نہ ہو صرف میرا جنازہ ہی اٹھا ہے میری روح بھی تجھے چاہتی ہے دیوانوں کی طرح
بن جائے عشق جن کی زندگی کا مقصد وہ مذاق میں بھی بار بار رویا کرتے ہیں
زندگی پوری گزار دوں تجھ سے گفتگو کر کے تو ایک بار کہہ تو دے تیرے بنا نیند نہیں آتی
جسم کو میرے خبر ہونے ہی کب دی⁦❤️⁩ روح سے روح کا تبادلہ کر گیا ایک شخص😘
عشق میں کیا کام حسن کا  اگر آنکھیں مجنوں ہو تو 😎 ہر لیلا حسین لگتی ہے👩
‏🌹دیکھ تجھے کتنا چاہا ہے! کبھی غور تو کر   ایسے تو ھم  اپنے بھی! طلب گار نہ تھے 🌹
تمہیں یادوں مىں بسایا ہے اس قدر کہ کوئی ٹائم بھى پوچھے تو تیرا نام لے دیتے ہیں
اب ان آنکھوں میں بھی ہے اس کی سکونت شاید،  عشق کا دل کے علاوہ کوئی گھر بار نہ تھا،
عشق تھا سو تم سے کر لیا فریب ہوتا تو سب سے کرتے
اگر تم نے مجھے لاکھوں میں چنا ہے  تو وعدہ ہے میرا تم کو کروڑوں کی بھیڑ میں کھونے نہیں دوں گی
وہ محبت کو میری روح سے نچوڑ کر لے گیا چھوڑ گیا مجھے عشق کی گلیوں میں دیوانہ کر کے
میری رگ رگ کا خون نچوڑ لینا .  قطرے قطرے سے وفا نا ملی تو بیشک مجھے چھوڑ دینا
آپ کو دیکھ کر دیکھتا رہ گیا کیا کہوں اور کہنے کو کیا رہ گیا  آتے آتے، میرا نام سا ره گیا اس  کے ہونٹوں پہ کچھ کانپتا ره گیا
بات اتنی سی تھی کہ تم پیارے لگتے تھے بات اتنی بڑھ گئی کہ اب رہا نہیں جاتا
رشتہ ہو تو روح کا ہو دل تو اکثر بھر جاتے ہیں
تمہارے آن لائن سے آف لائن ہونے تک میرے سارے سلسلے تم سے تم تک رہتے ھیں!! تمہارے آف لائن سے آن لائن ہونے تک جتنی انتظار کی گھڑیاں ہیں وہ مجھے تجھ سنگ باندھے رکھتی ہیں
تجھ کو نگاہ ناز میں جب سے بسا لیا راتوں کو جاگنے کا مزہ ہم نے پا لیا
میں تب بھی تیری رہوں گی، جب میں نہیں رہوں گی،،🥀😭😭😭
‏تو نے ہمیں شاید غلط انداز سے سوچا ہم تیرے تمنائی تھے سائل تو نہیں تھے
دل چاہتا تم کو ہر سانس دے دوں  تم مانگو میری جان تو میں جان دے دوں
سچے عاشق کو ہمشہ جدائی ملی ہے  زمانے بھر سے گالیاں اور رسوائی ملی ہے
اس کی محبت میں شراکت نہیں قبول مجھے وہ اگر میرا ہے تو خواب بھی میرے دیکھے
عشق کیا زندگی دے گا کسی کو . یہ تو شروع ہی کسی پر مرنے سے ہوتا ہے .
کبھی تنہائی کبھی تڑپ کبھی بے بسی تو کبھی اِنتظار یہ مرض بھی کیا خوب ہے جسے لوگ عشق کہتے ہیں....
❤❤ توں مجهے عشق کے اصول نا سمجها ممکن ہے کہ ہم سا دیوانہ تمہیں پھر کہیں نہ ملے
گردن جھکا کر پھر دیکھتے ہیں تصویر یار تقاضہ عشق ہے تیرا دیدار بھی ادب سے ہو
اپنی شاموں میں حصہ پھر کسی کو نہ دیا ہم نے  عشق ترے بغیر بھی صرف تجھ سے ہی کیا ہم نے
دل لگی ہوتی تو بھول جاتے تم کو 😏  عشق ہوا ہے نس نس میں بسے ہو تم 💕💕
ہم بھی تھے دیوانے ان کی آنکھوں کے ورنہ حجاب سے کہاں تھی محبت ہمیں
حقیقی عشق وہی ہے ......!!!  جو حد میں رہ کر بےحد کیا جائے .....
میں کچھ نہ کہوں اور چاہوں کہ مری بات خوشبو کی طرح اُڑ کے اُس دل میں اتر جائے
وہ عشق ہی کیا  جس میں یار درد نہ دے
اپنے دل تک مجھے ایسی رسائی دے  میں جدھر دیکھوں تو ہی دکھائی دے
غم دل کو آنکھوں سے بہانا بھی آتا ہے ہمیں تڑپنا بھی آتا ہے اور تڑپانا بھی آتا ہے
تیرے معصوم نگاہوں کے تقدس کی قسم دل نے تو کیا روح نے بھی تجھ سے محبت کی ہے
تم انتہائی حسِین لگتی ہو جب کرتی ہو روٹھ کر باتیں مجھ سے
اے حسرت دیدار یہ کیا راز ہے آخر کے وہ سامنے آتے ہیں تو دیکھا نہیں جاتا
وہ مسکراتی ہے تو یوں لگتا ہے           _یارو_  جیسے کوئی غم ہی نہ ہو زمانے میں۔!!
گرم ریت پہ چلنے کی سزا دو ہم کو  عشق کر بیٹھے ہیں بددعا دو ہم کو
"‏اڑا دیتی ہیں نیندیں بھی کچھ ذمے داریاں گھر کی ""تنہا""  ‏دیر تک جاگنے والا ہر شخص عاشق نہیں ہوتا"
ختم ہو گئی کہانی بس کچھ الفاظ باقی ہیں  ایک ادھورے عشق کی ایک مکمل سی یاد باقی ہے
کیسے چلتا تیرے جنازے کے ساتھ  تیرے پیچھے تو میرا جنازہ چل دیا
پیار ہو گیا ہے تم سے خود سے ﺫیاده، حد سے ﺫیاده  سب سے زیاده
نہ نظر ملی نہ دیدار ہوا بس دل سے دل ملا اور عشق بے شمار ہوا
جی چاہتا ہے چوم لوں دشمن کے پیر بھی آ ئے هیں میرے یار کی گلیوں میں گھوم کر
میں نے یکطرفہ محبت تو کبھی کی ہی نہیں  اُسکی جانب سے بھ�� چاہا ہے برابر خود کو
فاصلہ ایسا کہ اسے دیکھ بھی نہیں سکتے قربتیں ایسی کہ وہ رگ رگ میں رہتا ہے....
رب واقف ہے تیرے دل کی تڑپ سے وہ ضائع نہ کرے گا دعائیں ذرا انتظار کر⁦
ہم اپنی روح تیرے جسم میں چھوڑ آئے ہیں تجھے گلے سے لگانا تو اک بہانہ ہے
جس کے خیال سے ہی ہونٹوں پے تبسم آ جائے 😍 کیا عالَم ھو 💕 اگر وہ روبرو آ جائے 🙈👫
بہت تھے میرے بھی اس دنیا میں اپنے                              پھر  عشق  ہوا  اور  ہم  لاوارث  ہو گئے
‏ایک مقام دے رکھا ہے آپ کے  نام کو  لوگ بات منوا لیتے ہیں آپ کا  ذکر کر کے
عشق کسی کو کیا زندگی دے گا۔۔۔۔ یہ تو شروع ہی کسی پے مرنے سے ہوتا ہے۔😭
تیرا رابطہ میری ہر دوا یہ دوا ملے تو میں ٹھیک ہوں
فاصلہ ایسا کے اسے دیکھ بھی نہیں سکتے قربتیں ایسی کے وہ رگ رگ میں رہتا ہے
مجھ پر اپنا عشق یونہی برقرار رہنے دو بڑا حسین ہے یہ قرض مجھے قرضدار رہنے دو
آج تو دل بھی دھمکیاں دے رہا ہے کہ لے آؤ اسے میرے پاس ورنہ دھڑکنا چھوڑ دوں گا
کاش میں بھی پانی کا ایک گھونٹ ہوتا ۔ تیرے ہونٹوں سے لگتا تیری رگ رگ میں سما جاتا۔
بڑی ہی برکت ہے تیرے عشق میں  جب سے ہوا ہے بڑھتا ہی جارہا ہے
کوئی اور ہی کام سونپ دو مجھے اب تم یہ کیا تجھے سوچنا اور سوچتے ہی رہنا
